source_system,external_receivable_id,external_customer_id,customer_name,customer_email,description,amount_brl,due_date
erp_ficticio_v1,TIT-0179,CLI-059,Empório Horizonte 059 (fictício),cliente059@example.com,Mercadorias fictícias • pedido 0179,5009.48,2026-09-01
erp_ficticio_v1,TIT-0180,CLI-060,Empório Brisa 060 (fictício),cliente060@example.com,Mercadorias fictícias • pedido 0180,4318.33,2026-09-16
erp_ficticio_v1,TIT-0181,CLI-001,Empório Aurora 001 (fictício),cliente001@example.com,Mercadorias fictícias • pedido 0181,2046.59,2026-07-18
erp_ficticio_v1,TIT-0182,CLI-002,Empório Jardim 002 (fictício),cliente002@example.com,Mercadorias fictícias • pedido 0182,1039.07,2026-08-02
erp_ficticio_v1,TIT-0183,CLI-003,Empório Horizonte 003 (fictício),cliente003@example.com,Mercadorias fictícias • pedido 0183,1066.39,2026-08-09
erp_ficticio_v1,TIT-0184,CLI-004,Empório Brisa 004 (fictício),cliente004@example.com,Mercadorias fictícias • pedido 0184,4569.89,2026-08-10
erp_ficticio_v1,TIT-0185,CLI-005,Empório Cedro 005 (fictício),cliente005@example.com,Mercadorias fictícias • pedido 0185,3765.07,2026-08-14
erp_ficticio_v1,TIT-0186,CLI-006,Empório Luar 006 (fictício),cliente006@example.com,Mercadorias fictícias • pedido 0186,4491.54,2026-08-16
erp_ficticio_v1,TIT-0187,CLI-007,Empório Nuvem 007 (fictício),cliente007@example.com,Mercadorias fictícias • pedido 0187,4360.71,2026-08-17
erp_ficticio_v1,TIT-0188,CLI-008,Empório Ipê 008 (fictício),cliente008@example.com,Mercadorias fictícias • pedido 0188,4947.10,2026-08-18
erp_ficticio_v1,TIT-0189,CLI-009,Empório Aurora 009 (fictício),cliente009@example.com,Mercadorias fictícias • pedido 0189,618.02,2026-08-20
erp_ficticio_v1,TIT-0190,CLI-010,Empório Jardim 010 (fictício),cliente010@example.com,Mercadorias fictícias • pedido 0190,1081.98,2026-08-24
erp_ficticio_v1,TIT-0191,CLI-011,Empório Horizonte 011 (fictício),cliente011@example.com,Mercadorias fictícias • pedido 0191,685.56,2026-09-01
erp_ficticio_v1,TIT-0192,CLI-012,Empório Brisa 012 (fictício),cliente012@example.com,Mercadorias fictícias • pedido 0192,4271.79,2026-09-16
erp_ficticio_v1,TIT-0193,CLI-013,Empório Cedro 013 (fictício),cliente013@example.com,Mercadorias fictícias • pedido 0193,3607.84,2026-07-18
erp_ficticio_v1,TIT-0194,CLI-014,Empório Luar 014 (fictício),cliente014@example.com,Mercadorias fictícias • pedido 0194,1195.76,2026-08-02
erp_ficticio_v1,TIT-0195,CLI-015,Empório Nuvem 015 (fictício),cliente015@example.com,Mercadorias fictícias • pedido 0195,2657.35,2026-08-09
erp_ficticio_v1,TIT-0196,CLI-016,Empório Ipê 016 (fictício),cliente016@example.com,Mercadorias fictícias • pedido 0196,2058.96,2026-08-10
erp_ficticio_v1,TIT-0197,CLI-017,Empório Aurora 017 (fictício),cliente017@example.com,Mercadorias fictícias • pedido 0197,2044.48,2026-08-14
erp_ficticio_v1,TIT-0198,CLI-018,Empório Jardim 018 (fictício),cliente018@example.com,Mercadorias fictícias • pedido 0198,4754.05,2026-08-16
erp_ficticio_v1,TIT-0199,CLI-019,Empório Horizonte 019 (fictício),cliente019@example.com,Mercadorias fictícias • pedido 0199,1519.91,2026-08-17
erp_ficticio_v1,TIT-0200,CLI-020,Empório Brisa 020 (fictício),cliente020@example.com,Mercadorias fictícias • pedido 0200,4473.74,2026-08-18
erp_ficticio_v1,TIT-0201,CLI-021,Empório Cedro 021 (fictício),cliente021@example.com,Mercadorias fictícias • pedido 0201,1974.01,2026-08-20
erp_ficticio_v1,TIT-0202,CLI-022,Empório Luar 022 (fictício),cliente022@example.com,Mercadorias fictícias • pedido 0202,2970.75,2026-08-24
erp_ficticio_v1,TIT-0203,CLI-023,Empório Nuvem 023 (fictício),cliente023@example.com,Mercadorias fictícias • pedido 0203,4901.00,2026-09-01
erp_ficticio_v1,TIT-0204,CLI-024,Empório Ipê 024 (fictício),cliente024@example.com,Mercadorias fictícias • pedido 0204,2669.41,2026-09-16
erp_ficticio_v1,TIT-0205,CLI-025,Empório Aurora 025 (fictício),cliente025@example.com,Mercadorias fictícias • pedido 0205,840.46,2026-07-18
erp_ficticio_v1,TIT-0206,CLI-026,Empório Jardim 026 (fictício),cliente026@example.com,Mercadorias fictícias • pedido 0206,4696.56,2026-08-02
erp_ficticio_v1,TIT-0207,CLI-027,Empório Horizonte 027 (fictício),cliente027@example.com,Mercadorias fictícias • pedido 0207,1076.64,2026-08-09
erp_ficticio_v1,TIT-0208,CLI-028,Empório Brisa 028 (fictício),cliente028@example.com,Mercadorias fictícias • pedido 0208,580.45,2026-08-10
erp_ficticio_v1,TIT-0209,CLI-029,Empório Cedro 029 (fictício),cliente029@example.com,Mercadorias fictícias • pedido 0209,204.74,2026-08-14
erp_ficticio_v1,TIT-0210,CLI-030,Empório Luar 030 (fictício),cliente030@example.com,Mercadorias fictícias • pedido 0210,1027.93,2026-08-16
erp_ficticio_v1,TIT-0211,CLI-031,Empório Nuvem 031 (fictício),cliente031@example.com,Mercadorias fictícias • pedido 0211,2528.61,2026-08-17
erp_ficticio_v1,TIT-0212,CLI-032,Empório Ipê 032 (fictício),cliente032@example.com,Mercadorias fictícias • pedido 0212,1793.89,2026-08-18
erp_ficticio_v1,TIT-0213,CLI-033,Empório Aurora 033 (fictício),cliente033@example.com,Mercadorias fictícias • pedido 0213,4311.56,2026-08-20
erp_ficticio_v1,TIT-0214,CLI-034,Empório Jardim 034 (fictício),cliente034@example.com,Mercadorias fictícias • pedido 0214,5142.31,2026-08-24
erp_ficticio_v1,TIT-0215,CLI-035,Empório Horizonte 035 (fictício),cliente035@example.com,Mercadorias fictícias • pedido 0215,5097.40,2026-09-01
erp_ficticio_v1,TIT-0216,CLI-036,Empório Brisa 036 (fictício),cliente036@example.com,Mercadorias fictícias • pedido 0216,2291.30,2026-09-16
erp_ficticio_v1,TIT-0217,CLI-037,Empório Cedro 037 (fictício),cliente037@example.com,Mercadorias fictícias • pedido 0217,4255.21,2026-07-18
erp_ficticio_v1,TIT-0218,CLI-038,Empório Luar 038 (fictício),cliente038@example.com,Mercadorias fictícias • pedido 0218,664.83,2026-08-02
erp_ficticio_v1,TIT-0219,CLI-039,Empório Nuvem 039 (fictício),cliente039@example.com,Mercadorias fictícias • pedido 0219,1776.34,2026-08-09
erp_ficticio_v1,TIT-0220,CLI-040,Empório Ipê 040 (fictício),cliente040@example.com,Mercadorias fictícias • pedido 0220,4023.82,2026-08-10
erp_ficticio_v1,TIT-0221,CLI-041,Empório Aurora 041 (fictício),cliente041@example.com,Mercadorias fictícias • pedido 0221,72.60,2026-08-14
erp_ficticio_v1,TIT-0222,CLI-042,Empório Jardim 042 (fictício),cliente042@example.com,Mercadorias fictícias • pedido 0222,4143.86,2026-08-16
erp_ficticio_v1,TIT-0223,CLI-043,Empório Horizonte 043 (fictício),cliente043@example.com,Mercadorias fictícias • pedido 0223,2830.85,2026-08-17
erp_ficticio_v1,TIT-0224,CLI-044,Empório Brisa 044 (fictício),cliente044@example.com,Mercadorias fictícias • pedido 0224,4821.10,2026-08-18
erp_ficticio_v1,TIT-0225,CLI-045,Empório Cedro 045 (fictício),cliente045@example.com,Mercadorias fictícias • pedido 0225,3041.05,2026-08-20
erp_ficticio_v1,TIT-0226,CLI-046,Empório Luar 046 (fictício),cliente046@example.com,Mercadorias fictícias • pedido 0226,4485.55,2026-08-24
erp_ficticio_v1,TIT-0227,CLI-047,Empório Nuvem 047 (fictício),cliente047@example.com,Mercadorias fictícias • pedido 0227,5153.11,2026-09-01
erp_ficticio_v1,TIT-0228,CLI-048,Empório Ipê 048 (fictício),cliente048@example.com,Mercadorias fictícias • pedido 0228,1673.16,2026-09-16
erp_ficticio_v1,TIT-0229,CLI-049,Empório Aurora 049 (fictício),cliente049@example.com,Mercadorias fictícias • pedido 0229,2041.22,2026-07-18
erp_ficticio_v1,TIT-0230,CLI-050,Empório Jardim 050 (fictício),cliente050@example.com,Mercadorias fictícias • pedido 0230,3161.20,2026-08-02
erp_ficticio_v1,TIT-0231,CLI-051,Empório Horizonte 051 (fictício),cliente051@example.com,Mercadorias fictícias • pedido 0231,2332.75,2026-08-09
erp_ficticio_v1,TIT-0232,CLI-052,Empório Brisa 052 (fictício),cliente052@example.com,Mercadorias fictícias • pedido 0232,663.24,2026-08-10
erp_ficticio_v1,TIT-0233,CLI-053,Empório Cedro 053 (fictício),cliente053@example.com,Mercadorias fictícias • pedido 0233,689.18,2026-08-14
erp_ficticio_v1,TIT-0234,CLI-054,Empório Luar 054 (fictício),cliente054@example.com,Mercadorias fictícias • pedido 0234,3338.38,2026-08-16
erp_ficticio_v1,TIT-0235,CLI-055,Empório Nuvem 055 (fictício),cliente055@example.com,Mercadorias fictícias • pedido 0235,649.42,2026-08-17
erp_ficticio_v1,TIT-0236,CLI-056,Empório Ipê 056 (fictício),cliente056@example.com,Mercadorias fictícias • pedido 0236,575.78,2026-08-18
erp_ficticio_v1,TIT-0237,CLI-057,Empório Aurora 057 (fictício),cliente057@example.com,Mercadorias fictícias • pedido 0237,5049.48,2026-08-20
erp_ficticio_v1,TIT-0238,CLI-058,Empório Jardim 058 (fictício),cliente058@example.com,Mercadorias fictícias • pedido 0238,5322.76,2026-08-24
erp_ficticio_v1,TIT-0239,CLI-059,Empório Horizonte 059 (fictício),cliente059@example.com,Mercadorias fictícias • pedido 0239,1700.80,2026-09-01
erp_ficticio_v1,TIT-0240,CLI-060,Empório Brisa 060 (fictício),cliente060@example.com,Mercadorias fictícias • pedido 0240,646.42,2026-09-16
